Codice Articolo,Descrizione Articolo,Inventario,Lob Associata,Lob Associata Cleaned,LOB Cleaning Decision,desc_token_count,desc_token_outlier
QSFP-100G-AOC7M=,"100GBASE QSFP Active Optical Cable, 7m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-CU1M,"100GBASE-CR4 Passive Copper Cable, 1m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-CU1M=,"100GBASE-CR4 Passive Copper Cable, 1m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-CU2M,"100GBASE-CR4 Passive Copper Cable, 2m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-CU2M=,"100GBASE-CR4 Passive Copper Cable, 2m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-CU5M=,"100GBASE-CR4 Passive Copper Cable, 5m",Inventario,2001,2001,unchanged,6,0
QSFP-100G-DR-S=,"100G QSFP28 Transceiver 100GBASE-DR, 500m SMF, duplex, LC",Inventario,2002,2002,unchanged,9,0
QSFP-100G-FR-S=,"100G QSFP28 Transceiver 100G-FR, 2km SMF, duplex, LC",Inventario,2001,2001,unchanged,9,0
QSFP-100G-LR4-S=,100GBASE LR4 QSFP Transceiver,Inventario,2002,2002,unchanged,4,0
QSFP-100G-SM-SR=,"100GBASE CWDM4 Lite QSFP Transceiver, 2km over SMF, 10-60C",Inventario,2,2999,fix_by_name_prefix2,10,0
QSFP-100G-SR1.2=,"100G SR1.2 BiDi QSFP Transceiver, LC, 100m OM4 MMF",Inventario,2002,2002,unchanged,10,0
QSFP-100G-SR4-S=,"100GBASE SR4 QSFP Transceiver, MPO, 100m over OM4 MMF",Inventario,2002,2002,unchanged,9,0
QSFP-40/100-SRBD,"100G and 40GBASE SR-BiDi QSFP Transceiver, LC, 100m OM4 MMF",Inventario,2002,2002,unchanged,11,0
QSFP-40/100-SRBD=,"100G and 40GBASE SR-BiDi QSFP Transceiver, LC, 100m OM4 MMF",Inventario,2002,2002,unchanged,11,0
QSFP-40G-BD-RX=,QSFP40G BiDi-Monitor Short-reach Transceiver For Data Broker,Inventario,2002,2002,unchanged,9,0
QSFP-40G-CSR4=,"QSFP 4x10GBASE-SR Transceiver Module, MPO, 300M",Inventario,2002,2002,unchanged,7,0
QSFP-40G-CSR-S=,40GBASE-CSR QSFP Transceiver Module with LC Connector,Inventario,2002,2002,unchanged,8,0
QSFP-40G-LR4,PLANET QSFP-40G-LR4 modulo del ricetrasmettitore di rete Fibra ottica 40000 Mbit/s QSFP+ 1310 nm,Inventario,2006,2006,unchanged,17,0
QSFP-40G-LR4=,"QSFP 40GBASE-LR4 OTN Transceiver, LC, 10KM",Inventario,2002,2002,unchanged,7,0
QSFP-40G-LR4-S,"QSFP 40GBASE-LR4 Trnscvr Mod, LC, 10km, Enterprise-Class",Inventario,2002,2002,unchanged,9,0
QSFP-40G-SR4=,40GBASE-SR4 QSFP TRANSCEIVER MODULE WITH MPO CONNECTOR,Inventario,2002,2002,unchanged,8,0
QSFP-40G-SR4-S,"40GBASE-SR4 QSFP Trnscvr Module, MPO Conn, Enterprise-Class",Inventario,2002,2002,unchanged,9,0
QSFP-40G-SR4-S=,"40GBASE-SR4 QSFP Trnscvr Module, MPO Conn, Enterprise-Class",Inventario,2002,2002,unchanged,9,0
QSFP-40G-SR-BD=,QSFP40G BiDi Short-reach Transceiver,Inventario,2002,2002,unchanged,5,0
QSFP-4SFP10G-CU1M=,"QSFP to 4xSFP10G Passive Copper Splitter Cable, 1m",Inventario,2002,2002,unchanged,8,0
QSFP-4SFP10G-CU3M,QSFP TO 4xSFP10G Passive Copper Splitter Cable 3m,Inventario,2002,2002,unchanged,8,0
QSFP-4SFP10G-CU3M=,QSFP TO 4xSFP10G Passive Copper Splitter Cable 3m,Inventario,2002,2002,unchanged,8,0
QSFP-4SFP10G-CU5M,"QSFP to 4xSFP10G Passive Copper Splitter Cable, 5m",Inventario,2003,2003,unchanged,8,0
QSFP-4SFP10G-CU5M=,"QSFP to 4xSFP10G Passive Copper Splitter Cable, 5m",Inventario,2003,2003,unchanged,8,0
QSFP-4SFP25G-CU3M=,"100GBase QSFP to 4xSFP25G Passive Copper Splitter Cable, 3m",Inventario,2002,2002,unchanged,9,0
QSFP-4SFP25G-CU5M,"100GBase QSFP to 4xSFP25G Passive Copper Splitter Cable, 5m",Inventario,2002,2002,unchanged,9,0
QSFP-4X10G-AOC7M=,"40GBASE Active Optical QSFP to 4SFP breakout Cable, 7m",Inventario,2002,2002,unchanged,9,0
QSFP-4X10G-LR-S=,"QSFP 4x10G Transceiver Module,SM MPO, 10KM, Enterprise-Class",Inventario,2002,2002,unchanged,9,0
QSFP-H40G-AOC10M=,"40GBASE Active Optical Cable, 10M",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC15M=,"40GBASE Active Optical Cable, 15m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC1M,"40GBASE Active Optical Cable, 1m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC1M=,"40GBASE Active Optical Cable, 1m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC2M,"40GBASE Active Optical Cable, 2m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC2M=,"40GBASE Active Optical Cable, 2m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC30M=,"40GBASE Active Optical Cable, 30m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC3M=,"40GBASE Active Optical Cable, 3m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC5M=,"40GBASE Active Optical Cable, 5m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC7M,"40GBASE Active Optical Cable, 7m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-AOC7M=,"40GBASE Active Optical Cable, 7m",Inventario,2002,2002,unchanged,5,0
QSFP-H40G-CU0-5M=,"40GBASE-CR4 Passive Copper Cable, 0.5m",Inventario,2002,2002,unchanged,7,0
QSFP-H40G-CU1M,"40GBASE-CR4 Passive Copper Cable, 1M",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU1M=,"40GBASE-CR4 Passive Copper Cable, 1M",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU2M=,"40GBASE-CR4 Passive Copper Cable, 2m",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU3M,"40GBASE-CR4 PASSIVE COPPER Cable, 3m",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU3M=,"40GBASE-CR4 PASSIVE COPPER Cable, 3m",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU4M=,"40GBASE-CR4 Passive Copper Cable, 4m",Inventario,2002,2002,unchanged,6,0
QSFP-H40G-CU5M,"40GBASE-CR4 Passive Copper Cable, 5m",Inventario,2003,2003,unchanged,6,0
QSFP-H40G-CU5M=,"40GBASE-CR4 Passive Copper Cable, 5m",Inventario,2003,2003,unchanged,6,0
QSXRACK-QTHO59753-00,PRODUCT RACK ENCLOSURE 2 BAY AR3300,Inventario,17001,17001,unchanged,6,0
QTIDALI2X2854,REATTORE ELETT. DIMM. DALI 2X28/54,Inventario,24001,24001,unchanged,6,0
QUADERNO,QUADERNO VEM,Inventario,99001,99001,unchanged,2,0
QUADRI ELETTRICI,QUADRI ELETTRICI MONTATI,Inventario,17001,17001,unchanged,3,0
QUB2001025,PRESA RJ45 CAT 6 UTP CCS BI INNESTO RAPIDO,Inventario,1002,1002,unchanged,9,0
QUB2004028,ADATTATORE PRESA BTI LIVING-NO,Inventario,1002,1002,unchanged,5,0
QUB2004029,Adattatore presa CCS light BTicino,Inventario,1002,1002,unchanged,5,0
QUB2004033,ADATTATORE PRESA GEWISS SYSTEM,Inventario,1002,1002,unchanged,4,0
QUB2011013,Confezione 50 viti/dadi a gabbia,Inventario,1002,1002,unchanged,6,0
QUB2011014,Barra alimentazione orizzontale 1HE 6 prese nera,Inventario,1002,1002,unchanged,7,0
QUB2040317,ALCOOL SPRAY ISOPROPILICO 400ML,Inventario,1002,1002,unchanged,4,0
QUICKCLEAN-1.25-1P,"Pulitore fibra Fluke Networks per Connettori da 1,5 mm",Inventario,1002,1002,unchanged,10,0
QUICKSSL PREMIUM,QUICK SSL PREMIUM,Non in inventario,3005,3005,unchanged,3,0
QUOTA APC,QUOTA APC,Inventario,17001,17001,unchanged,2,0
QW972A.,HPE SN1000Q 16Gb 2P FC HBA,Inventario,2006,2006,unchanged,6,0
QXP-T32P,scheda adattatore,Inventario,3004,3004,unchanged,2,0
QZYWCCL0001M005,COPPER QUICKNET TRUNK ASSY CAT.6A UTP 5MT,Inventario,1008,1008,unchanged,8,0
QZYWCCL0001M007,COPPER QUICKNET TRUNK ASSY CAT.6A UTP MT.7,Inventario,1008,1008,unchanged,9,0
QZYWCCL0001M010,COPPER QUICKNET TRUNK ASSY CAT.6A UTP 10MT,Inventario,1008,1008,unchanged,8,0
R N,RACK SALA NETWORK,Inventario,1008,1008,unchanged,3,0
R0M46A,Aruba 50G SFP56 to SFP56 0.65m DAC Cable,Inventario,2005,2005,unchanged,9,0
R0X26A,Aruba 6405 Swch,Inventario,2002,2002,unchanged,3,0
R0X26C,HPE Aruba Networking CX 6405 v2 Switch,Inventario,2005,2005,unchanged,7,0
R0X31A,Aruba 6400 Management Module,Inventario,2005,2005,unchanged,4,0
R0X35A,Aruba 6400 1800W PS/C16 Accessory,Inventario,2005,2005,unchanged,6,0
R0X35A B2C,INCLUDED: Jumper Cable - ROW,Inventario,2005,2005,unchanged,4,0
R0X35A#ABB,Aruba 6400 1800W PS/C16 Accessory EU en,Inventario,2005,2005,unchanged,8,0
R0X38C,HPE Aruba Networking CX 6400 48-port 1GbE Class4 PoE v2 Module,Inventario,2005,2005,unchanged,12,0
R0X39B,Aruba 6400 48p 1GbE CL4 PoE 4SFP56 Mod,Inventario,2002,2002,unchanged,8,0
R0X42C,HPE Aruba Networking CX 6400 24-port 10Gbase-T and 4-port SFP56 v2 Module,Inventario,2005,2005,unchanged,15,0
R0X43A,Aruba 6400 24p SFP+ 4SFP56 Mod,Inventario,2005,2005,unchanged,6,0
R0X43C,HPE Aruba Networking CX 6400 24-port SFP+ and 4-port SFP56 v2 Module,Inventario,2005,2005,unchanged,14,0
R0X44C,HPE Aruba Networking CX 6400 48-port 1G/10G/25GbE SFP28 v2 Extended Tables Module,Inventario,2005,2005,unchanged,15,0
R164-S30-AAG1,"1U UP Xeon® LGA4710 up to 88 lanes, 4*3,5""/2,5"" H.S. NVMe/SATA (SAS-4 supported), 1*NVMe M.2 x4 - 16",Inventario,3004,3004,unchanged,26,1
R18-00145,WINDOWS SERVER CAL SNGL SA OLP NL User CAL,Inventario,3015,3015,unchanged,9,0
R18-011863,Microsoft Win Server CAL Single Language Software Assurance Open Value No Level 1 Year Acquired Year,Inventario,3002,3002,unchanged,16,0
R18-01850,WinSvrCAL SNGL LicSAPk OLV NL 1Y AqY1 AP DvcCAL,Inventario,3002,3002,unchanged,9,0
R18-01855,WIN SERVER CAL SNGL LIC/SA OLV NL 1YRACQY1 ADDPRD USERCAL,Inventario,3002,3002,unchanged,11,0
R18-01856,WIN SERVER CAL SNGL LIC/SA OLV NL 1YRACQY2 ADDPRD USERCAL,Inventario,3002,3002,unchanged,11,0
R18-01858,SERVER CAL ENGLISH SA OLV NL 1YR,Inventario,3015,3015,unchanged,7,0
R18-01863,WIN SERVER CAL SNGL SA OLV NL 1YR ACQ Y1 ADDTL,Inventario,3015,3015,unchanged,11,0
R18-05768,WinSvrCAL 2019 SNGL OLP NL UsrCAL,Inventario,3002,3002,unchanged,6,0
R183,Capsula Omnidirezionale,Inventario,4009,4009,unchanged,2,0
R1C65A,"""HPE C13-C14 IN 250V 2m Blk Jumper Cord""",Inventario,3010,3010,unchanged,9,0
R200-STAND-BUNDLE,"UCS C200,2xE5520,6x4GB ddr3, 2PS,LSI1064,Quad Nic,2x500gb",Inventario,3009,3009,unchanged,10,0
R210-SASXTDR,SAS EXTENDER SERVERS REQUIRING - R210-SASXTDR,Inventario,3009,3009,unchanged,6,0
R250-SLDRAIL,"RAIL KIT - UCS C200, C210 AND 250 M1 RACK SERVERS",Inventario,3009,3009,unchanged,10,0
R2J62A,HPE SN1610E 32Gb 1p FC HBA,Inventario,3010,3010,unchanged,6,0
R2J63A,HPE SN1610E 32Gb 2p FC HBA,Inventario,3010,3010,unchanged,6,0
R2P,The Panduit Two-post Rack System provides a reliable foundation for mounting telecommunication and d,Inventario,1008,1008,unchanged,15,0
R2PPDUB,Power Outlet Unit (POU) Bracket for 2 and 4 Post Racks,Inventario,1008,1008,unchanged,11,0
R2X0-ML002,LSI 1064E (4-PORT SAS) MEZZ CARD AND 1-SAS CABLE FOR C200,Inventario,3009,3009,unchanged,13,0
R2XX-DMYMPWRCORD,No power cord option,Inventario,3009,3009,unchanged,4,0
R2XX-RAID10,Enable RAID 10 Setting,Inventario,3009,3009,unchanged,4,0
R2XX-RAID5,Enable RAID 5 Setting,Inventario,3009,3009,unchanged,4,0
R39-00374,WINSVREXTCONN ALNG LicSAPk MVL,Inventario,3002,3002,unchanged,4,0
R3D-NFCAPPLICATION,ARDUINO NFC SOCIAL WEB APPLICATION,Inventario,2015,2015,unchanged,5,0
R4P23CN,"45U 23"" Deep 4 Post Rack",Inventario,1008,1008,unchanged,6,0
R4P36CN,"36"" Deep 4 Post Rack With Cage Nuts",Inventario,1008,1008,unchanged,8,0
R740XD,Dell EMC PowerEdge R740xd,Inventario,3004,3004,unchanged,4,0
R7A10AAE,HPE COM Std 1yr Up ProLiant SaaS,Non in inventario,3010,3010,unchanged,7,0
R7A11AAE,HPE GreenLake COM En 3y Up ProLiant aaS,Non in inventario,3010,3010,unchanged,8,0
R7A12AAE,HPE GreenLake COM En 5y Up ProLiant aaS,Inventario,3010,3010,unchanged,8,0
R8F42AAE,Cohesity DataProtect SVC 1TB 1yr E-LTU,Inventario,3010,3010,unchanged,7,0
R8F42AAE#003,Renewal of Cluster Subscription,Inventario,3010,3010,unchanged,4,0
R8F50AAE,Cohesity Archive SVC 1TB 5yr ELTU,Inventario,3010,3010,unchanged,6,0
R8F50AAE#001,New Cluster Subscription,Non in inventario,3010,3010,unchanged,3,0
R8F51AAE,Cohesity DataProt Rep SVC 1TB 1yr E-LTU,Inventario,3010,3010,unchanged,8,0
R8F51AAE#003,Renewal of Cluster Subscription,Inventario,3010,3010,unchanged,4,0
R8N85A,Aruba 6000 48G CL4 4SFP Swch,Inventario,2005,2005,unchanged,6,0
R8N86A,ARUBA 6000 48G 4SFP SWITCH,Inventario,2005,2005,unchanged,5,0
R8N87A,Aruba 6000 24G CL4 4SFP Swch,Inventario,2005,2005,unchanged,6,0
R8N88A,HPE Aruba 6000 24G 4SFP Switch,Inventario,2005,2005,unchanged,6,0
R8N88A#ABB,Aruba 6000 24G 4SFP Swch,Inventario,2005,2005,unchanged,5,0
R8N89A,Aruba 6000 12G Class4 PoE 2G/2SFP,Inventario,2002,2002,unchanged,7,0
R8S88A,HPE DL360 Gen10 ROBO Svr for Cohesity,Inventario,3010,3010,unchanged,7,0
R8S92A,Aruba 6300M 24p SFP+ LRM 2p50G 2p25G Sw,Inventario,2005,2005,unchanged,8,0
R9D18A,Aruba IOn 10G SFP+ LC SR 300m MMF XCVR,Inventario,2005,2005,unchanged,9,0
R9D20A,Direct Attach Copper Cable - 10GBase direct attach cable - SFP+ to SFP+ - 3 m,Inventario,2005,2005,unchanged,13,0
R9H82A,HPE DL360 Gen10 CTO Svr for Cohesity,Inventario,3010,3010,unchanged,7,0
R9-NBC-8PCK-GP,COOLER MASTER - NotePal U3,Inventario,3004,3004,unchanged,4,0
R9-NBS-4UAK,COOLER MASTER - NOTEBOOK COOLER NOTEPAL ERGOSTAND,Inventario,3004,3004,unchanged,6,0
R9Y-00003,ExchOnlnProtectionOpen ShrdSvr SNGL SubsVL OLP NL Annual Qlf,Inventario,3002,3002,unchanged,8,0
R9Y04A,HPE ANW 6100 48G CL4 4SFP+740W Switch,Inventario,2002,2002,unchanged,8,0
R9Y04A#AC3,HPE NW 6100 48G C4 4SFP+740W SW No Loc,Inventario,2002,2002,unchanged,10,0
R9Z-00003,VISIOPROFORO365OPEN SHRDSVR SNGL SUBSVL OLP NL AN,Inventario,3002,3002,unchanged,7,0
RACK.,RACK DATI,Inventario,1002,1002,unchanged,2,0
RACK.ACC026,Pannello cieco 19' 4U Nero,Inventario,1006,1006,unchanged,5,0
RACK.ACC080,Pannello guidacavi,Inventario,1002,1002,unchanged,2,0
RACK.ACC177,BOX A MURO DVR/NVR 2 SERRATURE CON RIPIANO APRIBILE MM 580(L) X 600(A) X 160(P),Inventario,1006,1006,unchanged,19,1
RACK-COMM24U,Armadio Rack 24 Unità cablato e collaudato in laboratorio da tecnici specializzati.,Inventario,2014,2014,unchanged,12,0
RACK-KIT-T1=,"19, 23, 24 inch and ETSI Type 1 rack mount kit",Inventario,2002,2002,unchanged,11,0
RACKMNT-19-CMPACT,19 in Rackmount for 9200CX switches,Inventario,2002,2002,unchanged,6,0
RACKMNT-19-CMPACT=,19IN RACKMOUNT FOR CATALYST 3560 2960 ME-3400,Inventario,2001,2001,unchanged,8,0
RAIL-860-4SQU,RAILS FOR 4 POST RACKS SQUARE HOLES,Inventario,6004,6004,unchanged,7,0
RAILV5GK2-0-XX00-X-N,Forcepoint V5000 Appliance Rail Kit,Inventario,6009,6009,unchanged,5,0
RAILV5KG2-0-XX00-X-N,00MO Forcepoint V5000 Appliance Rail Kit N FOR 0-9999999 SEA,Inventario,6009,6009,unchanged,11,0
RAK7243-0,"Gateway LoRaWAN con Ethernet, wifi, no LTE",Inventario,2006,2006,unchanged,7,0
RAL3600,Remote condensers with axial fans Electronic Commutated Motor Fans 400V including support brackets,Inventario,24002,24002,unchanged,13,0
RAMPA 1,"rampa 1,3m",Non in inventario,17005,17005,unchanged,3,0
RASP3M09BM,Raspberry Pi 3 Official Starter Kit 16GB Black (M09),Inventario,3004,3004,unchanged,9,0
RASPBERRI PI WIDE,For Raspberry PI Wide Angle 160°Fisheye Lens HD Camera Modul,Inventario,3004,3004,unchanged,11,0
RA-SVC-NIC-SWAP,NIC card swap services for RubrikAppliances,Inventario,3039,3039,unchanged,6,0
RA-TRN-VTL-PP,"This public 4-Day Introduction to Rubrik Security Cloud Virtual Bootcamp / per seat, prepay",Non in inventario,3039,3039,unchanged,14,0
RBC18,Pacco batterie APC RBC18,Inventario,17001,17001,unchanged,4,0
RBC31,BATTERIA RBC31,Inventario,17001,17001,unchanged,2,0
RBC43,APC REPLACEMENT BATTERY CARTRIDGE #43,Inventario,17001,17001,unchanged,5,0
RBC48,BATTERY REPLACEMENT FOR SMT750I,Inventario,17001,17001,unchanged,4,0
RBC55,APC REPLACEMENT BATTERY CARTRIDGE,Inventario,17001,17001,unchanged,4,0
RBK-FNDN-R6404,"One (1) month of Foundation Add-On Edition for r6404, incl. Polaris GPS, CloudOut and Premium Suppor",Inventario,3004,3004,unchanged,17,0
RBK-INSTALL,"Rubrik Basic Installation and Configuration Services, incl. travel and expense",Non in inventario,3004,3004,unchanged,10,0
RBK-POL-RADAR,"One (1) month of Polaris Radar, incl. Premium Support, per FETB per month, subscription prepay",Inventario,3004,3004,unchanged,15,0
RBK-R6404-RCDM,"RCDM for r6404 Appliance, 4-node, 48TB raw, software tied to life of device, software tied to life o",Inventario,3004,3004,unchanged,19,1
RBR26205-RLI,NAS Archive - Network Storage License (SAN / NAS),Inventario,3005,3005,unchanged,7,0
RBRCDE-VS,RBR Base Level Voice Recorder Software PackageEvery,Inventario,3005,3005,unchanged,7,0
RBRCDE-VS1,Single Channel Recording License (Voip),Inventario,3005,3005,unchanged,5,0
RBRMAINT-01,Support Mon-Fri 8-18 Primo Anno,Non in inventario,4004,4004,unchanged,7,0
RBRMAINT-02,RINNOVO MANUTENZIONE DEL SISTEMA DI REGISTRAZIONE,Non in inventario,4004,4004,unchanged,6,0
RBRMAINT-03,SUPPORTO MON-FRI 9-18,Non in inventario,4004,4004,unchanged,5,0
RBRMAINT-05,Rinnovo manutenzione del sistema di Registrazione dal 01/01/2021 al 31/12/2021,Non in inventario,4004,4004,unchanged,14,0
RBRMAINT-07,Rinnovo manutenzione sistema di registrazione - Mon-Fri 9-18,Non in inventario,4004,4004,unchanged,9,0
RBRMAINT-08,Rinnovo manutenzione del sistema di Registrazione dal 01/01/2024 al 31/12/2024,Non in inventario,4004,4004,unchanged,14,0
RBRMAINT-09,Rinnovo manutenzione del sistema di Registrazione dal 01/01/2025 al 31/12/2025,Non in inventario,4004,4004,unchanged,14,0
RBRMAINT-10,Rinnovo manutenzione del sistema di Registrazione dal 01/01/2026 al 31/12/2026,Non in inventario,4004,4004,unchanged,14,0
RBRPS-01,"Project Management, Installation & Training",Non in inventario,3004,3004,unchanged,4,0
RBS306-WR1M-EU,WIRELESS IP67 WATER ROPE SENSOR,Inventario,2006,2006,unchanged,5,0
RC-1000WH,"Omnistat2 Single Stage Conventional & Heat Pump, White",Inventario,2014,2014,unchanged,7,0
RC21-01750100-R3U1,Base di ricarica rapida universale Razer per Xbox - Carbon Black,Inventario,4002,4002,unchanged,10,0
RC21-01750300-R3U1,Base di ricarica rapida universale Razer per Xbox - Robot White,Inventario,4002,4002,unchanged,10,0
RC400B,RC400B LED36S/840 POE W60L60 VPC MSE,Inventario,24001,24001,unchanged,7,0
RC400BLED36S/840PO,RC400B LED36S/840 POE W60L60 VPC,Inventario,24001,24001,unchanged,6,0
RC415BLED34S/940POE,RC415B LED34S/940 POE W15L120 VPC IA3 W,Inventario,24001,24001,unchanged,8,0
RC532B,RC532B LED34S/840 POE W8L117 VPC IP,Inventario,24001,24001,unchanged,7,0
RC532BLED43S840POEW8,RC532B LED43S/840 POE W8L145 PCV IP 9003,Inventario,24002,24002,unchanged,8,0
RC-6K-HW-01,"Spare, r6000 Series, 2-port10/25GbE optical + 2-port 1 GbEcopper, NIC - per node",Inventario,3039,3039,unchanged,14,0
RCA-F3M-CBL-01,"Fiber Optic OM3 LC/LC Cable, 3M, pack of 4",Inventario,3039,3039,unchanged,10,0
RCA-SFP-TSR-01,"10G/1G Dual Rate SFP+ Transceiver, pack of 4",Inventario,3039,3039,unchanged,9,0
R-CBE6K-K9,CISCO BUSINESS EDITION 6000-ELECTRONIC SW DELIVERY-TOP LEVEL,Inventario,4001,4001,unchanged,9,0
RCD93WH1RT(E),COMFEE' RCD93WH1RT(E) 93L Mini frigo mono porta,Inventario,99001,99001,unchanged,8,0
RCF DU-B101,ALTOPARLANTE,Inventario,2,2999,fix_by_name_prefix2,1,0
RC-F3M-CBL-01,"Fiber Optic OM3 LC/LC Cable, 3M, pack of 4",Inventario,3039,3039,unchanged,10,0
RCG-21/SW,"MONACOR RCG-21/SW CONTENITORE PER RACK 482 MM (19"") - 482X44",Inventario,1006,1006,unchanged,11,0
RCK-AC-AN-100,ANELLO PASSACAVO PER MONTANTI VERTICALI,Inventario,1006,1006,unchanged,5,0
RCK-AC-PN-102,PANNELLO CIECO 2 HE RAL 9004 (NERO),Inventario,1006,1006,unchanged,7,0
RCK-AC-PN-103,PANNELLO CIECO 3 HE RAL 9004 NERO,Inventario,1006,1006,unchanged,7,0
RCK-AC-PN-110,PASSACAVO ASOLA + SPAZZOLA ANTIPOLVERE 2 HE,Inventario,1006,1006,unchanged,6,0
RCK-AC-RP-126,RIPIANO FISSO CON FORI 2 HE PROFONDO 260,Inventario,1006,1006,unchanged,8,0
RCK-AC-RP-136,RIPIANO FISSO CON FORI 2 HE PROFONDO 360,Inventario,1006,1006,unchanged,8,0
RCK-AC-RP-141,RIPIANO FISSO CON FORI 2 HE PROFONDO 410,Inventario,1006,1006,unchanged,8,0
RCK-AC-RP-240,RIPIANO FISSO ESTRAIBILE PRF. 410 - ancoraggio anter.staffe,Inventario,1006,1006,unchanged,8,0
RCK-AC-RP-660,RIPIANO FISSO 1 HE PROF. 600 ANT.+ POST.MONT.INT,Inventario,1006,1006,unchanged,10,0
RCK-AC-RP-670,RIPIANO FISSO 1 HE PROF. 700 ANT. + POST. MONT.INT,Inventario,1006,1006,unchanged,10,0
RCK-AC-RP-800,RIPIANO ESTRAIBILE DA 50 A 90 CM ANCOR.ANT+POST,Inventario,1006,1006,unchanged,10,0
RCK-AC-SA-P-06-IM,STRISCIA ALIMENTAZIONE IN ABS 1HE 06 UNIV.+INT.MAGN.,Inventario,1006,1006,unchanged,9,0
RCK-AC-SA-P-07-IMQ,STRISCIA ALIM. ABS 1HE 07 UNIV + INT. MAGN. 16A PI4 5KA CURV,Inventario,1006,1006,unchanged,12,0
RCK-AC-SE-100,INSERTO CON CHIUSURA A CHIAVE,Inventario,1006,1006,unchanged,5,0
RCK-AC-VE-300,VENTOLA PER PENSILE,Inventario,1006,1006,unchanged,3,0
RCK-AC-VE-TD,Kit termostato per gruppi ventole con display,Inventario,1006,1006,unchanged,7,0
RCK-AM-RU-110,KIT 4 PIEDINI LIVELLAMENTO - CONFEZIONE 4 PEZZI,Inventario,1006,1006,unchanged,7,0
RCK-AM-VE-202,GRUPPO VENTILIAZIONE CON 2 VENTOLE,Inventario,1006,1006,unchanged,5,0
RCKMNT-19-CMPCT=,19IN RACKMOUNT FOR DSBU COMPACT SWITCHES,Inventario,2002,2002,unchanged,6,0
RCKMNT-1RU,"RACK MOUNT KIT FOR 1RU FOR 3750,3560,3550,2900-LRE-XL",Inventario,2003,2003,unchanged,12,0
RCKMNT-1RU-2KX=,RACK MOUNT KIT FOR 1RU FOR 2960X 2960-XR,Inventario,2002,2002,unchanged,9,0
RCKMNT-CMPCT-1K=,"19 inch rack mount for compact C1000, CBS350 and CBS250",Inventario,4008,4008,unchanged,10,0
RCKMNT-CMPCT-1K=.,"19 inch rack mount for compact C1000, CBS350 and CBS250",Inventario,4008,4008,unchanged,10,0
R-CMS-K9,VIRTUAL EDITION CISCO MEETING SERVER (CMS),Inventario,4004,4004,unchanged,6,0
R-CPW-BUNDLE-K9,CUWP UC for Partner Use,Inventario,4004,4004,unchanged,5,0
RCS750 5C6 L2000 B,RCS750 5C6 L2000 BK (XTSC6200-2),Inventario,24002,24002,unchanged,6,0
RCS750 5C6 L40,RCS750 5C6 L4000 BK (XTSC6400-2),Inventario,24002,24002,unchanged,6,0
RC-SFP-TSR-01,"10G/1G Dual Rate SFP+ Transceiver, pack of 4",Inventario,3039,3039,unchanged,9,0
RE54001000,GRIGLIA EAG-INOX,Inventario,17005,17005,unchanged,3,0
REB14,Middle Atlantic meccanica a sfilo per ripiano girevole,Inventario,4009,4009,unchanged,8,0
REPERIBILITA',SERVIZIO DI REPERIBLITà,Non in inventario,99004,99004,unchanged,3,0
REVAMP1120T,Amplificatore di potenza 1 unità rack HIFI-PRO,Inventario,4009,4009,unchanged,8,0
REVAMP2250,Amplificatore di potenza compatto 1 unità rack HIFI-PRO,Inventario,4009,4009,unchanged,9,0
REVO21 PEL,"Valigetta porta attrezzi GT Line in Alluminio, 453 x 190 x 332mm",Inventario,3004,3004,unchanged,12,0
RFLM-B-CP24-R,Forcepoint Remote Filter Module Software,Inventario,6009,6009,unchanged,5,0
RG213,CAVO RG213 U-MIL,Inventario,1002,1002,unchanged,4,0
RGS134-1Y,Grounding Strip Kits for racks,Inventario,1008,1008,unchanged,5,0
RH00001F3,"Red Hat Enterprise Linux for Virtual Datacenters, Premium",Inventario,3037,3037,unchanged,8,0
RH00002,"Red Hat Enterprise Linux for Virtual Datacenters, Standard",Inventario,3037,3037,unchanged,8,0
RH00003,"Red Hat Enterprise Linux Server, Premium (Physical or Virtual Nodes)",Inventario,3005,3005,unchanged,10,0
RH00004,"Red Hat Enterprise Linux Server, Standard (Physical or Virtual Nodes)",Inventario,3037,3037,unchanged,10,0
